ID,INTITULE,CATEGORIES,NOMENCLATURE,SITE_WEB,ADRESSE,CODE_COMMUNE,CODE_POSTAL,COMMUNE,TELEPHONE,FAX,LATITUDE,LONGITUDE,PRECISION,RESSORT,ORGANISME,URL,HORAIRES_OUVERTURES,Adresse,ACTIVITES,ORGANISME_TUTEUR,INTERVENANTS,HORAIRES_PERM_CONSEIL_JURIDIQUE,HORAIRES_PERM_DROIT_TRAVAIL,RUE_VOIE_CHEMIN,HORAIRES_PERM_INFOS_GENERALISTES,HORAIRES_PERM_CONCILIATION_RES_AMIABLE_CONFLITS,ACTIVITES_2,HORAIRES_PERM_DROIT_JEUNES,DATE_CONVENTION_CADRE,HORAIRES_PERM_AIDE_VICTIMES,COURRIEL,TELEPHONE_2,ACTIVITES_3,HORAIRES_PERM_MEDIATION_FAMILLIALE,HORAIRES_PERM_DROIT_ADMINISTRATIF_LITIGE_AVEC_ADMINISTRATIONS,HORAIRES_PERM_LUTTE_DISCRIMINATIONS,HORAIRES_PERM_DROIT_LOGEMENT_EXPULS_LOCATIVE,HORAIRES_PERM_CONSO_SURRENDETEMENT,COURRIEL_2,ADRESSE_3,HORAIRES_PERM_DROIT_FAMILLE,TERRITOIRES_COMPETENCE_2,SITE_WEB_2,JOURS_HORAIRES_PERM_INFOS_GENERALISTES_ET_AIDE_ACCOMPLISSEMENT_DEMARCHES,JOURS_HORAIRES_PERM_CONCILIATION_RESOLUTION_AMIABLE_CONFLITS,RESSORT_2,CONSULTATIONS_JURIDIQUES,INFORMATIONS_COMPLEMENTAIRES,RESEAUX,SIGLE,TEXTE_COURT,SERVICE_CIVIL_HORS_VACATION_DU_10_07_AU_27_08_ET_NOEL_ET_PACQUES,AUDIENCES_PENALES_HORS_VACATION,PERM_CONSULT_JURIDIQUES_GRATUITES,CATEGORIES,Mission,HORAIRES_PERM_DROIT_ETRANGERS,FAX_2
4cac9e61293594648a0004c5,Permanence d’information et d’orientation juridiques de Longueau,justice-organisme-public,acces_droit,,Centre communal d'action sociale (CCAS) Rue Anatole France,80489,80330,LONGUEAU,+33 3 22 50 45 45,,49.8687045,2.3566498,6,4cac9e5e293594648a000060,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/picardie/somme/acces_droit-80489-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e61293594648a0004ba,,tous les mardis matin. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,,,,  ,,avril 2006,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004c4,Permanence d’information et d’orientation juridiques de Ham,justice-organisme-public,acces_droit,,Mairie 7 place de l'hôtel de Ville,80410,80400,HAM,+33 3 22 81 24 38,,49.7480669,3.0722259,8,4cac9e5e293594648a000060,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/picardie/somme/acces_droit-80410-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e61293594648a0004ba,,le deuxième mercredi matin du mois. Se renseigner pour connaître les horaires des permanences des intervenants,,,,,  ,,septembre 2008,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004c3,Permanence d’information et d’orientation juridiques de Doullens,justice-organisme-public,acces_droit,,Mairie 2 avenue du Maréchal Foch,80253,80600,DOULLENS,+33 3 22 77 00 07,,50.1571007,2.3413059,8,4cac9e5e293594648a000060,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/picardie/somme/acces_droit-80253-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e61293594648a0004ba,,le deuxième lundi matin du mois. Se renseigner pour connaître les horaires des permanences des intervenants,,,,,  ,,octobre 2008,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004c2,Permanence d’information et d’orientation juridiques de Corbie,justice-organisme-public,acces_droit,,Centre communal d'action sociale (CCAS) 1 rue Faidherbe,80212,80800,CORBIE,+33 3 22 96 43 03,,49.9075969,2.5117417,8,4cac9e5e293594648a000060,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/picardie/somme/acces_droit-80212-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e61293594648a0004ba,,le troisième lundi matin du mois. Se renseigner pour connaître les horaires des permanences des intervenants,,,,,  ,,janvier 2009,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004cf,Permanence d’information et d’orientation juridiques de Castres,justice-organisme-public,acces_droit,,Ordre des avocats du Barreau de Castres 57 rue de l'Hôtel de Ville,81065,81100,CASTRES,+33 5 63 59 53 69,,43.605796,2.23817,8,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn/acces_droit-81065-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e61293594648a0004cd,Avocats,une demi-journée par semaine. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,,,,  ,,11 mai 1999/17 mars 2009,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004ce,Maison des services publics,justice-organisme-public,acces_droit,, ,81004,81000,ALBI,+33 5 63 77 83 90,,43.9425519,2.1558171,6,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn/acces_droit-81004-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches point-d-acces-au-droit,4cac9e61293594648a0004cd,Juriste(s),(Juristes),,Square Bonaparte,cinq demi-journées par mois. Se renseigner pour connaître les jours&horaires des permanences de tous les intervenants,,  ,,11 mai 1999/17 mars 2009,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004cd,Conseil départemental d'accès au droit du Tarn,justice-organisme-public,cdad,http://www.cdad-tarn.justice.fr/,Tribunal de grande instance d'Albi BP 156,81004,81005,ALBI CEDEX,+33 5 63 49 26 99,,43.918904,2.140506,4,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn/cdad-81004-01.html,,,   ,,,,,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004cc,Permanence d’information et d’orientation juridiques de Roye,justice-organisme-public,acces_droit,,Mairie Place de l'Hôtel de ville,80685,80700,ROYE,+33 3 22 87 00 52,,49.6980201,2.788723,6,4cac9e5e293594648a000060,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/picardie/somme/acces_droit-80685-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e61293594648a0004ba,,le quatrième lundi après midi du mois. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,,,,  ,,juin 2004,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004d7,Point d'accès au droit de Caussade,justice-organisme-public,acces_droit,, ,82037,82300,CAUSSADE,+33 5 63 65 05 55,,44.1656801,1.5418332,6,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82037-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,Rue de l'abreuvoir,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004d6,Point d'accès au droit de Castelsarrasin,justice-organisme-public,acces_droit,, ,82033,82100,CASTELSARRASIN,+33 5 63 32 51 45,,44.0357055,1.113275,8,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82033-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,22 rue de la Mouline,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004d5,Point d'accès au droit de Beaumont De Lomagne,justice-organisme-public,acces_droit,, ,82013,82500,BEAUMONT DE LOMAGNE,+33 5 63 26 20 61,,43.883032,0.9882461,4,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82013-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,12 rue de Tourreilh,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004d4,Conseil départemental d'accès au droit du Tarn et Garonne,justice-organisme-public,cdad,http://www.justice.gouv.fr/,Tribunal de grande instance Place du Coq,82121,82013,MONTAUBAN CEDEX,+33 5 63 21 40 00,+33 5 63 21 40 66,44.0168191,1.3537463,6,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/cdad-82121-01.html,,,   ,,,,,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004d0,Maison de Justice et du Droit du Mazamétain et de la Vallée de Thoré,,mjd,http://www.justice.gouv.fr/, ,81163,81200,Mazamet,+33 5 63 97 77 35,+33 5 63 97 77 44,43.499912,2.386815,8,4cac9e5f293594648a000223,Ministère de la justice,,"Ouvert du lundi au vendredi, de 08h30 à 12h00 et de 13h30 à 17h00",,acces-au-droit conciliation-resolution-amiable-des-conflits droit-administratif-litige-avec-les-administrations droit-de-la-famille,4cac9e61293594648a0004cd,"Avocats, notaires","Notaires : sur rendez-vous, un lundi après-midi tous les deux mois de 14h00 à 16h00",,5 Rue de Gramentès,Se renseigner pour connaître les jours&horaires des permanences de tous les intervenants,sur rendez-vous au 05.63.61.67.36.,lutte-contre-les-discriminations orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches,,13 mars 2009 (avocats)/2 avril 2009 (notaires),,,,   ,,le lundi toute la journée sur rendez-vous,"sur rendez-vous, deux permanences mensuelles de 14h00 à 17h00",,,,,tous les mercredis après-midi de 14h00 à 16h00 sur rendez-vous pris auprès de la Maison de justice et du droit ou par téléphone au C.I.D.F.F. au 05.63.72.15.00.,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004dd,Point d'accès au droit de Lafrançaise,justice-organisme-public,acces_droit,, ,82087,82130,LAFRANCAISE,+33 5 63 65 91 90,,44.1284267,1.241079,6,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82087-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),Avocats : deux permanences mensuelles , juristes : une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,33 rue Marie Lafon,,,  ,,année 2006,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,
4cac9e61293594648a0004dc,Point d'accès au droit de Grisolles,justice-organisme-public,acces_droit,, ,82075,82170,GRISOLLES,+33 5 63 27 00 90,,43.8271349,1.2971231,4,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82075-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),Avocats : deux permanences mensuelles , juristes : une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,2 rue Alphonse Daudet,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,
4cac9e61293594648a0004e6,Point d'accès au droit de Montech,justice-organisme-public,acces_droit,, ,82125,82700,MONTECH,+33 5 63 27 09 51,,43.9563642,1.2324111,8,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82125-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,3 rue des écoles,,,  ,,année 2004,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004e5,Permanence d’information et d’orientation juridiques de Montauban,justice-organisme-public,acces_droit,,Maison des adolescents Faubourg du Moustier,82121,82000,MONTAUBAN,+33 5 63 63 72 95,,,,,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82121-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches point-d-acces-au-droit,4cac9e61293594648a0004d4,Juriste(s),,,,une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,  ,,"années 2002, 2006, 2008",,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004e4,Point d'accès au droit de Moissac,justice-organisme-public,acces_droit,, ,82112,82200,MOISSAC,+33 5 63 04 65 00,,44.1034873,1.0860635,8,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82112-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,8 place des Récollets,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004e3,Point d'accès au droit de Lauzerte,justice-organisme-public,acces_droit,, ,82094,82110,LAUZERTE,+33 5 63 94 30 59,,44.2552578,1.1392247,4,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82094-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,Cité des Nauzes,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e5e293594648a000079,Conseil Départemental d'Accès au Droit des Alpes-Maritimes,justice-organisme-public,cdad,http://www.cdad-alpesmaritimes.justice.fr/,Tribunal de Grande Instance Place du Palais,6088,6357,Nice,+33 4 92 17 70 00,,43.7059595,7.2745517,6,4cac9e5e293594648a000070,Ministère de la justice,,,,   ,,,,,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004ef,Point d'accès au droit de Hyères,justice-organisme-public,acces_droit,,Point d'Accès au droit Place de la République,83069,83400,HYERES,+33 4 94 61 15 23,,43.1213872,6.1301943,6,4cac9e5e293594648a000070,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/var/acces_droit-83069-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches point-d-acces-au-droit,4cac9e61293594648a0004eb,,"Avocats : tous les lundis, de 15h00 à 17h00",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,,  ,,,,pad-hyeres@orange.fr,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004ee,Point d'accès au droit de Fréjus,justice-organisme-public,acces_droit,, ,83061,83600,FREJUS,+33 4 94 54 53 42,+33 4 94 54 53 42,43.4342738,6.7593932,6,4cac9e5e293594648a000070,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/var/acces_droit-83061-01.html,,,acces-au-droit aide-aux-victimes conciliation-resolution-amiable-des-conflits droit-de-la-famille,4cac9e61293594648a0004eb,"Avocats, notaires, huissiers de justice, Association Départementale d'Information sur le Logement (ADIL), association AAVIV, association CIDF (Centre d'information sur les Droits des Femmes), conciliateurs de justice, médiateurs familiaux","Avocats : deux permanences mensuelles, sur rendez-vous ; notaires : une permanence tous les deux mois, sur rendez-vous ; huissiers de justice : une permanence mensuelle, sur rendez-vous",,Rue Jean Giono,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,sur rendez-vous,droit-du-logement-et-ou-prevention-des-expulsions-locatives mediation-familiale orientation-aide-et-ou-conseil-juridique,,,sur rendez-vous,pointaccesdroit0673@orange.fr,,permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches point-d-acces-au-droit  ,sur rendez-vous,,,sur rendez-vous,,,,sur rendez-vous,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004ed,Point d'accès au droit de Draguignan,justice-organisme-public,acces_droit,,Point d'Accès au droit de la Dracenie 19 rue de Trans,83050,83300,DRAGUIGNAN,+33 4 98 10 29 20,+33 4 98 10 29 21,43.5382329,6.4669377,8,4cac9e5e293594648a000070,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/var/acces_droit-83050-01.html,,,acces-au-droit aide-aux-victimes conciliation-resolution-amiable-des-conflits droit-de-la-famille,4cac9e61293594648a0004eb,"Avocats, notaires, huissiers de justice, services de la Protection Judiciaire de la Jeunesse, Service Pénitentiaire d'Insertion et de Probation (SPIP), associations spécialisées (Centre d'information sur les Droits des Femmes et des Familles (CIDFF), médiation familiale, AAVIV)","Avocats : deux permanences mensuelles, sur rendez-vous ; notaires, huissiers de justice : sur rendez-vous",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,Se renseigner pour connaître les jours et horaires des permanences des intervenants,mediation-familiale orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,point-d-acces-au-droit   ,Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,,,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004ec,Antenne de justice de Brignoles,justice-organisme-public,acces_droit,, ,83023,83170,Brignoles,+33 4 98 05 93 81,,43.408415,6.071254,8,4cac9e5e293594648a000070,Ministère de la justice,,,,acces-au-droit aide-aux-victimes antenne-de-justice conciliation-resolution-amiable-des-conflits,4cac9e61293594648a0004eb,"Avocats, notaires, Association Départementale d'Information sur le Logement (ADIL), associations d’aide aux victimes, association CIDF (Centre d'information sur les Droits des Femmes), Service Pénitentiaire d'Insertion et de Probation (SPIP), médiateurs familiaux et conciliateurs de justice","Avocats : tous les mercredis, de 09h00 à 12h00 ; notaires : le premier mardi du mois, de 14h00 à 17h00",,4 Avenue Maréchal Foch,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,Se renseigner pour connaître les jours et horaires des permanences des intervenants,droit-du-logement-et-ou-prevention-des-expulsions-locatives mediation-familiale orientation-aide-et-ou-conseil-juridique,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,antennedejustice@brignoles.fr,,permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches   ,Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004eb,Conseil Départemental d'Accès au Droit du Var,justice-organisme-public,cdad,http://www.cdad-var.justice.fr/,Tribunal de Grande Instance Place Gabriel Péri,83137,83041,Toulon Cédex,+33 4 94 09 60 00,+33 4 94 09 60 04,43.126272,5.9256542,6,4cac9e5e293594648a000070,Ministère de la justice,,,B.P. 506,   ,,,,,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004ea,Point d'Accès au Droit,justice-organisme-public,acces_droit,, ,82186,82400,Valence d’Agen,+33 5 63 39 66 22,,44.1095099,0.8880924,6,4cac9e5f293594648a000223,Ministère de la justice,,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,Boulevard Victor Guilhem,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004e9,Point d'accès au droit de St Antonin Noble Val,justice-organisme-public,acces_droit,, ,82155,82140,ST ANTONIN NOBLE VAL,+33 5 63 30 69 15,,44.1526551,1.7518484,6,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82155-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,Route des fours à chaux,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004e8,Point d'accès au droit de Negrepelisse,justice-organisme-public,acces_droit,, ,82134,82800,NEGREPELISSE,+33 5 63 30 91 54,,44.0713733,1.5169298,6,4cac9e5f293594648a000223,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/tarn-et-garonne/acces_droit-82134-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e61293594648a0004d4,Juriste(s),une permanence mensuelle. Se renseigner pour connaître les jours&horaires des permanences des intervenants,,Avenue Colombier,,,  ,,année 2002,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e5e293594648a00007b,Permanence d’information et d’orientation juridiques de Beausoleil,justice-organisme-public,acces_droit,,Mairie Boulevard de la République,6012,6240,BEAUSOLEIL,+33 4 93 41 71 71,,43.7433406,7.4256661,6,4cac9e5e293594648a000070,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/alpes-maritimes/acces_droit-06012-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e5e293594648a000079,Avocats,"Avocats : sur rendez-vous, tous les mardis, de 16h00 à 18h00",,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004f2,Maison de Justice et du Droit de Toulon,,mjd,http://www.justice.gouv.fr/,Place Besagne Traverse des Minimes,83137,83000,Toulon,+33 4 94 87 14 60,+33 4 94 58 96 71,43.119169,5.935084,6,4cac9e5e293594648a000070,Ministère de la justice,,Du Lundi au Vendredi : de 9h00 à 12h00 et de 14h00 à 17h00,,acces-au-droit aide-aux-victimes conciliation-resolution-amiable-des-conflits droit-du-logement-et-ou-prevention-des-expulsions-locatives,4cac9e61293594648a0004eb,"Avocats, notaires, huissiers de justice, Association Départementale d'Information sur le Logement (ADIL), association AAVIV, conciliateurs de justice, réseau associatif spécialisé en droits des femmes et violences conjuguales","Avocats : tous les jours, de 14h00 à 17h00 et les mercredis, de 09h00 à 12h00 ; notaires : le premier et quatrième mardi du mois, de 09h00 à 12h00 ; huissiers de justice : le dernier vendredi du mois, de 09h00 à 12h00",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,Se renseigner pour connaître les jours et horaires des permanences des intervenants,orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches ,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,mjd-toulon@justice.fr,,   ,,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004f1,Maison de Justice et du Droit de La Seyne-sur-Mer,,mjd,http://www.justice.gouv.fr/,Maison des Services Le Germinal,83126,83500,La-Seyne-sur-Mer,+33 4 94 63 50 98,,43.110868,5.872235,6,4cac9e5e293594648a000070,Ministère de la justice,,,Bâtiment A4_Quartier Berthe,acces-au-droit aide-aux-victimes conciliation-resolution-amiable-des-conflits droit-de-la-famille,4cac9e61293594648a0004eb,"Avocats, notaires, huissiers de justice, Association Départementale d'Information sur le Logement (ADIL), association AAVIV, conciliateurs de justice, réseau associatif spécialisé en droits des femmes et violences conjuguales","Avocats : les lundis, mardis et jeudis, de 14h00 à 17h00, les vendredis, de 13h00 à 16h00 ; notaires : le premier et deuxième mardi du mois, de 09h00 à 12h00 ; huissiers de justice : le premier vendredi du mois, de 14h00 à 16h00 et le dernier mercredi du mois, de 14h00 à 17h00",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,Se renseigner pour connaître les jours et horaires des permanences des intervenants,droit-du-logement-et-ou-prevention-des-expulsions-locatives orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,mjd-la-seyne-sur-mer@justice.fr,,   ,,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,                 ,,,,,,,,,,,,,      ,,,
4cac9e61293594648a0004f0,Antenne de justice de Saint-Maximin,justice-organisme-public,acces_droit,,Ancienne gendarmerie Place Mermoz,83116,83470,ST MAXIMIN LA STE BAUME,+33 4 94 86 65 10,,43.451414,5.8622,6,4cac9e5e293594648a000070,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/var/acces_droit-83116-01.html,,,acces-au-droit antenne-de-justice orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches,4cac9e61293594648a0004eb,"Avocats, notaires, huissiers de justice","Avocats : tous les mardis, de 09h00 à 12h00 ; notaires : le deuxième jeudi du mois, de 09h00 à 12h00 ; huissiers de justice : le troisième vendredi du mois, de 09h00 à 12h00",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
